month,day,high_temperature,low_temperature,mean_temperature,rainfall
4,21,25,7.777777778,16.11111111,0.762
4,22,25,7.777777778,16.66666667,0.762
4,23,25,7.777777778,16.66666667,0.762
4,24,25,8.333333333,16.66666667,0.762
4,25,25,8.333333333,16.66666667,0.762
4,26,25,8.333333333,16.66666667,0.762
4,27,25,8.333333333,16.66666667,0.762
4,28,25,8.333333333,16.66666667,0.762
4,29,25,8.888888889,16.66666667,0.762
4,30,25,8.888888889,17.22222222,0.762
5,1,25,8.888888889,17.22222222,0.254
5,2,25,8.888888889,17.22222222,0.254
5,3,25,8.888888889,17.22222222,0.254
5,4,25,9.444444444,17.22222222,0.254
5,5,25,9.444444444,17.22222222,0.254
5,6,25,9.444444444,17.22222222,0.254
5,7,25.55555556,9.444444444,17.22222222,0.254
5,8,25.55555556,9.444444444,17.77777778,0.254
5,9,25.55555556,10,17.77777778,0.254
5,10,25.55555556,10,17.77777778,0.254
5,11,25.55555556,10,17.77777778,0.254
5,12,25.55555556,10,17.77777778,0.254
5,13,25.55555556,10,17.77777778,0.254
5,14,25.55555556,10.55555556,17.77777778,0.254
5,15,25.55555556,10.55555556,18.33333333,0.254
5,16,26.11111111,10.55555556,18.33333333,0.254
5,17,26.11111111,10.55555556,18.33333333,0.254
5,18,26.11111111,10.55555556,18.33333333,0.254
5,19,26.11111111,10.55555556,18.33333333,0.254
5,20,26.11111111,10.55555556,18.33333333,0.254
5,21,26.11111111,11.11111111,18.88888889,0.254
5,22,26.66666667,11.11111111,18.88888889,0.254
5,23,26.66666667,11.11111111,18.88888889,0.254
5,24,26.66666667,11.11111111,18.88888889,0.254
5,25,26.66666667,11.11111111,18.88888889,0.254
5,26,26.66666667,11.11111111,18.88888889,0.254
5,27,27.22222222,11.11111111,18.88888889,0.254
5,28,27.22222222,11.66666667,19.44444444,0.254
5,29,27.22222222,11.66666667,19.44444444,0.254
5,30,27.22222222,11.66666667,19.44444444,0.254
5,31,27.22222222,11.66666667,19.44444444,0.254
6,1,27.77777778,11.66666667,19.44444444,0
6,2,27.77777778,11.66666667,20,0
6,3,27.77777778,11.66666667,20,0
6,4,27.77777778,11.66666667,20,0
6,5,28.33333333,11.66666667,20,0
6,6,28.33333333,11.66666667,20,0
6,7,28.33333333,12.22222222,20,0
6,8,28.33333333,12.22222222,20.55555556,0
6,9,28.88888889,12.22222222,20.55555556,0
6,10,28.88888889,12.22222222,20.55555556,0
6,11,28.88888889,12.22222222,20.55555556,0
6,12,28.88888889,12.22222222,20.55555556,0
6,13,29.44444444,12.22222222,20.55555556,0
6,14,29.44444444,12.22222222,21.11111111,0
6,15,29.44444444,12.77777778,21.11111111,0
6,16,29.44444444,12.77777778,21.11111111,0
6,17,30,12.77777778,21.11111111,0
6,18,30,12.77777778,21.11111111,0
6,19,30,12.77777778,21.66666667,0
6,20,30,12.77777778,21.66666667,0
6,21,30,12.77777778,21.66666667,0
6,22,30.55555556,12.77777778,21.66666667,0
6,23,30.55555556,13.33333333,21.66666667,0
6,24,30.55555556,13.33333333,21.66666667,0
6,25,30.55555556,13.33333333,22.22222222,0
6,26,30.55555556,13.33333333,22.22222222,0
6,27,31.11111111,13.33333333,22.22222222,0
6,28,31.11111111,13.33333333,22.22222222,0
6,29,31.11111111,13.33333333,22.22222222,0
6,30,31.11111111,13.33333333,22.22222222,0
7,1,31.11111111,13.88888889,22.77777778,0
7,2,31.66666667,13.88888889,22.77777778,0
7,3,31.66666667,13.88888889,22.77777778,0
7,4,31.66666667,13.88888889,22.77777778,0
7,5,31.66666667,13.88888889,22.77777778,0
7,6,31.66666667,13.88888889,22.77777778,0
7,7,31.66666667,13.88888889,22.77777778,0
7,8,32.22222222,13.88888889,23.33333333,0
7,9,32.22222222,14.44444444,23.33333333,0
7,10,32.22222222,14.44444444,23.33333333,0
7,11,32.22222222,14.44444444,23.33333333,0
7,12,32.22222222,14.44444444,23.33333333,0
7,13,32.22222222,14.44444444,23.33333333,0
7,14,32.22222222,14.44444444,23.33333333,0
7,15,32.22222222,14.44444444,23.33333333,0
7,16,32.77777778,14.44444444,23.33333333,0
7,17,32.77777778,14.44444444,23.88888889,0
7,18,32.77777778,15,23.88888889,0
7,19,32.77777778,15,23.88888889,0
7,20,32.77777778,15,23.88888889,0
7,21,32.77777778,15,23.88888889,0
7,22,32.77777778,15,23.88888889,0
7,23,32.77777778,15,23.88888889,0
7,24,32.77777778,15,23.88888889,0
7,25,32.77777778,15,23.88888889,0
7,26,32.77777778,15,23.88888889,0
7,27,32.77777778,15,23.88888889,0
7,28,33.33333333,15,23.88888889,0
7,29,33.33333333,15,23.88888889,0
7,30,33.33333333,15,23.88888889,0
7,31,33.33333333,15,24.44444444,0
8,1,32.77777778,15,23.88888889,0
8,2,33.33333333,15,23.88888889,0
8,3,33.33333333,15,23.88888889,0
8,4,33.33333333,15,24.44444444,0
8,5,33.33333333,15.55555556,24.44444444,0
8,6,33.33333333,15.55555556,24.44444444,0
8,7,33.33333333,15.55555556,24.44444444,0
8,8,33.33333333,15.55555556,24.44444444,0
8,9,33.33333333,15.55555556,24.44444444,0
8,10,33.33333333,15.55555556,24.44444444,0
8,11,33.33333333,15.55555556,24.44444444,0
8,12,33.33333333,15.55555556,24.44444444,0
8,13,33.33333333,15.55555556,24.44444444,0
8,14,33.33333333,15.55555556,24.44444444,0
8,15,33.33333333,15.55555556,24.44444444,0
8,16,33.33333333,15.55555556,24.44444444,0
8,17,33.33333333,15.55555556,24.44444444,0
8,18,33.33333333,15.55555556,24.44444444,0
8,19,33.33333333,15.55555556,24.44444444,0
8,20,33.33333333,15.55555556,24.44444444,0
8,21,33.33333333,15,24.44444444,0
8,22,33.33333333,15,24.44444444,0
8,23,33.33333333,15,23.88888889,0
8,24,32.77777778,15,23.88888889,0
8,25,32.77777778,15,23.88888889,0
8,26,32.77777778,15,23.88888889,0
8,27,32.77777778,15,23.88888889,0
8,28,32.77777778,15,23.88888889,0
8,29,32.77777778,15,23.88888889,0
8,30,32.77777778,15,23.88888889,0
8,31,32.77777778,15,23.88888889,0
9,1,32.77777778,15,23.88888889,0.254
9,2,32.77777778,15,23.88888889,0.254
9,3,32.77777778,15,23.88888889,0.254
9,4,32.77777778,15,23.88888889,0.254
9,5,32.77777778,15,23.88888889,0.254
9,6,32.77777778,15,23.88888889,0.254
9,7,32.77777778,14.44444444,23.88888889,0.254
9,8,32.77777778,14.44444444,23.88888889,0.254
9,9,32.77777778,14.44444444,23.88888889,0.254
9,10,32.77777778,14.44444444,23.33333333,0.254
9,11,32.77777778,14.44444444,23.33333333,0.254
9,12,32.77777778,14.44444444,23.33333333,0.254
9,13,32.22222222,14.44444444,23.33333333,0.254
9,14,32.22222222,14.44444444,23.33333333,0.254
9,15,32.22222222,13.88888889,23.33333333,0.254
9,16,32.22222222,13.88888889,23.33333333,0.254
9,17,32.22222222,13.88888889,23.33333333,0.254
9,18,32.22222222,13.88888889,22.77777778,0.254
9,19,32.22222222,13.88888889,22.77777778,0.254
9,20,31.66666667,13.88888889,22.77777778,0.254
9,21,31.66666667,13.33333333,22.77777778,0.254
9,22,31.66666667,13.33333333,22.77777778,0.254
9,23,31.66666667,13.33333333,22.22222222,0.254
9,24,31.66666667,13.33333333,22.22222222,0.254
9,25,31.11111111,13.33333333,22.22222222,0.254
9,26,31.11111111,13.33333333,22.22222222,0.254
9,27,31.11111111,12.77777778,22.22222222,0.254
9,28,31.11111111,12.77777778,21.66666667,0.254
9,29,31.11111111,12.77777778,21.66666667,0.254
9,30,30.55555556,12.77777778,21.66666667,0.254
10,1,30.55555556,12.22222222,21.66666667,0.508
10,2,30.55555556,12.22222222,21.66666667,0.508
10,3,30.55555556,12.22222222,21.11111111,0.508
10,4,30,12.22222222,21.11111111,0.508
10,5,30,12.22222222,21.11111111,0.508
10,6,30,11.66666667,21.11111111,0.508
10,7,30,11.66666667,20.55555556,0.508
10,8,29.44444444,11.66666667,20.55555556,0.508
10,9,29.44444444,11.66666667,20.55555556,0.508
10,10,29.44444444,11.11111111,20.55555556,0.508
10,11,29.44444444,11.11111111,20,0.508
10,12,28.88888889,11.11111111,20,0.508
10,13,28.88888889,10.55555556,20,0.508
10,14,28.88888889,10.55555556,19.44444444,0.508
10,15,28.88888889,10.55555556,19.44444444,0.508
10,16,28.33333333,10.55555556,19.44444444,0.508
10,17,28.33333333,10,19.44444444,0.508
10,18,28.33333333,10,18.88888889,0.508
10,19,28.33333333,10,18.88888889,0.508
10,20,27.77777778,9.444444444,18.88888889,0.508
10,21,27.77777778,9.444444444,18.88888889,0.508
10,22,27.77777778,9.444444444,18.33333333,0.508
10,23,27.77777778,8.888888889,18.33333333,0.508
10,24,27.22222222,8.888888889,18.33333333,0.508
10,25,27.22222222,8.888888889,17.77777778,0.508
10,26,27.22222222,8.333333333,17.77777778,0.508
10,27,27.22222222,8.333333333,17.77777778,0.508
10,28,26.66666667,8.333333333,17.77777778,0.508
10,29,26.66666667,7.777777778,17.22222222,0.508
10,30,26.66666667,7.777777778,17.22222222,0.508
10,31,26.66666667,7.777777778,17.22222222,0.508
11,1,26.11111111,7.222222222,16.66666667,1.016
11,2,26.11111111,7.222222222,16.66666667,1.016
11,3,26.11111111,7.222222222,16.66666667,1.016
11,4,26.11111111,6.666666667,16.66666667,1.016
11,5,26.11111111,6.666666667,16.11111111,1.016
11,6,25.55555556,6.666666667,16.11111111,1.016
11,7,25.55555556,6.666666667,16.11111111,1.016
11,8,25.55555556,6.111111111,16.11111111,1.016
11,9,25.55555556,6.111111111,15.55555556,1.016
11,10,25,6.111111111,15.55555556,1.016
11,11,25,5.555555556,15.55555556,1.016
11,12,25,5.555555556,15,1.016
11,13,25,5.555555556,15,1.016
11,14,24.44444444,5,15,1.016
11,15,24.44444444,5,15,1.016
11,16,24.44444444,5,15,1.016
11,17,24.44444444,5,14.44444444,1.016
11,18,24.44444444,4.444444444,14.44444444,1.016
11,19,23.88888889,4.444444444,14.44444444,1.016
11,20,23.88888889,4.444444444,14.44444444,1.016
11,21,23.88888889,4.444444444,13.88888889,1.016
11,22,23.88888889,4.444444444,13.88888889,1.016
11,23,23.88888889,3.888888889,13.88888889,1.016
11,24,23.33333333,3.888888889,13.88888889,1.016
11,25,23.33333333,3.888888889,13.88888889,1.016
11,26,23.33333333,3.888888889,13.33333333,1.016
11,27,23.33333333,3.888888889,13.33333333,1.016
11,28,23.33333333,3.333333333,13.33333333,1.016
11,29,22.77777778,3.333333333,13.33333333,1.016
11,30,22.77777778,3.333333333,13.33333333,1.016
12,1,22.77777778,3.333333333,13.33333333,1.27
12,2,22.77777778,3.333333333,12.77777778,1.27
12,3,22.77777778,3.333333333,12.77777778,1.27
12,4,22.77777778,2.777777778,12.77777778,1.27
12,5,22.22222222,2.777777778,12.77777778,1.27
12,6,22.22222222,2.777777778,12.77777778,1.27
12,7,22.22222222,2.777777778,12.77777778,1.27
12,8,22.22222222,2.777777778,12.22222222,1.27
12,9,22.22222222,2.777777778,12.22222222,1.27
12,10,22.22222222,2.777777778,12.22222222,1.27
12,11,21.66666667,2.777777778,12.22222222,1.27
12,12,21.66666667,2.777777778,12.22222222,1.27
12,13,21.66666667,2.777777778,12.22222222,1.27
12,14,21.66666667,2.777777778,12.22222222,1.27
12,15,21.66666667,2.777777778,12.22222222,1.27
12,16,21.66666667,2.222222222,12.22222222,1.27
12,17,21.66666667,2.222222222,12.22222222,1.27
12,18,21.66666667,2.222222222,12.22222222,1.27
12,19,21.66666667,2.222222222,12.22222222,1.27
12,20,21.66666667,2.222222222,12.22222222,1.27
12,21,21.11111111,2.222222222,11.66666667,1.27
12,22,21.11111111,2.777777778,11.66666667,1.27
12,23,21.11111111,2.777777778,11.66666667,1.27
12,24,21.11111111,2.777777778,11.66666667,1.27
12,25,21.11111111,2.777777778,11.66666667,1.27
12,26,21.11111111,2.777777778,11.66666667,1.27
12,27,21.11111111,2.777777778,11.66666667,1.27
12,28,21.11111111,2.777777778,11.66666667,1.27
12,29,21.11111111,2.777777778,12.22222222,1.27
12,30,21.11111111,2.777777778,12.22222222,1.27
12,31,21.11111111,2.777777778,12.22222222,1.27
